Event,Px,Py,Pz,Tot-OpAbs,Cerenkov,compt,CoupledTransportation,eBrem,eIon,msc,muIoni,OpAbsorption,phot,NOfOptPhotons,NOfScintPhotons
3085,-0.146007,-0.659638,-0.737265,2645.54,2381.32,0.0,264.221,0.0,0.0,0.0,0.0,83.9698,0.0,4832,27034
3086,0.761948,0.0425622,-0.646238,4297.03,3358.19,0.0,571.383,0.0,148.674,54.6441,164.137,137.611,0.0,7605,43928
3087,0.039783,0.96762,0.249255,6606.33,6466.42,0.0,139.915,0.0,0.0,0.0,0.0,214.488,0.0,10924,67445
3088,-0.669364,0.74183,0.0404901,11699.2,9828.33,0.0,855.265,0.0,298.01,717.612,0.0,379.306,0.0,18721,118947
3089,-0.22712,0.786631,0.574133,3340.07,3188.94,0.0,151.124,0.0,0.0,0.0,0.0,107.18,0.0,5780,34155
3090,0.869523,0.445187,-0.213867,8841.07,8605.04,0.0,236.029,0.0,0.0,0.0,0.0,287.359,0.0,14373,90291
3091,-0.78538,-0.496244,-0.370027,5430.43,5199.67,0.0,230.761,0.0,0.0,0.0,0.0,175.874,0.0,8970,55428
3092,-0.619044,-0.610864,0.493588,3615.19,3315.18,0.0,300.019,0.0,0.0,0.0,0.0,117.291,0.0,6160,37082
3093,0.571877,0.359606,-0.73732,3078.96,3055.73,0.0,23.2308,0.0,0.0,0.0,0.0,96.9561,0.0,5642,31368
3094,-0.174678,-0.980711,-0.0877185,9788.61,9483.49,0.0,305.113,0.0,0.0,0.0,0.0,318.72,0.0,15608,99855
3095,-0.999786,0.0130879,-0.01603,9714.77,9447.31,0.0,267.462,0.0,0.0,0.0,0.0,315.525,0.0,15868,99112
3096,0.708057,-0.661281,0.247717,7926.91,7679.62,0.0,247.288,0.0,0.0,0.0,0.0,257.248,0.0,12911,80788
3097,-0.0503303,0.998119,-0.0350032,9735.29,9700.13,0.0,35.1581,0.0,0.0,0.0,0.0,316.067,0.0,15733,99180
3098,-0.0832329,-0.694794,0.714376,2798.67,2553.84,0.0,244.831,0.0,0.0,0.0,0.0,89.1391,0.0,5017,28591
