Event,Tot,Cerenkov,compt,CoupledTransportation,eBrem,eIon,msc,muIoni,OpAbsorption,phot,NOfOptPhotons
450,1706.5,1687.35,0,19.1522,0.0,0.0,0.0,0.0,243.374,0.0,1831
451,1803.91,1780.44,0,23.4645,0.0,0.0,0.0,0.0,255.016,0.0,2523
452,1819.5,1799.1,0,20.4006,0.0,0.0,0.0,0.0,258.654,0.0,2137
453,1576.37,1556.47,0,19.9035,0.0,0.0,0.0,0.0,222.767,0.0,2326
454,1970.76,1946.56,0,24.1938,0.0,0.0,0.0,0.0,278.107,0.0,2615
455,1974.77,1944.22,0,30.5546,0.0,0.0,0.0,0.0,281.075,0.0,2247
456,2477.95,2348.12,0,80.7396,0.0,0.0,49.0891,0.0,353.615,0.0,2629
457,1927.27,1763.1,0,134.559,0.0,0.0,29.6066,0.0,271.117,0.0,3112
458,1703.91,1677.16,0,26.7563,0.0,0.0,0.0,0.0,242.758,0.0,1865
459,1864.76,1841.4,0,23.3607,0.0,0.0,0.0,0.0,265.047,0.0,2136
460,1938.67,1812.38,0,11.9341,0.0,106.602,7.75983,0.0,271.311,0.0,3386
461,1518.18,1495.82,0,22.3535,0.0,0.0,0.0,0.0,215.346,0.0,2151
462,1597.84,1578.63,0,19.2089,0.0,0.0,0.0,0.0,228.676,0.0,1649
463,1544.25,1522.94,0,21.3017,0.0,0.0,0.0,0.0,219.951,0.0,1890
464,1866.99,1843.81,0,23.1792,0.0,0.0,0.0,0.0,264.264,0.0,2408
465,1495.32,1471.04,0,24.2813,0.0,0.0,0.0,0.0,213.433,0.0,1773
466,2446.39,2316.46,0,1.45242,0.0,104.458,24.0184,0.0,347.502,0.0,2602
467,1731.29,1704.36,0,26.9266,0.0,0.0,0.0,0.0,246.293,0.0,1937
468,1656.47,1635.27,0,21.1972,0.0,0.0,0.0,0.0,236.24,0.0,1790
469,1569.72,1547.53,0,22.1889,0.0,0.0,0.0,0.0,203.346,0.0,7055
470,1740.18,1719.42,0,20.756,0.0,0.0,0.0,0.0,246.737,0.0,2113
471,1572.64,1554.05,0,18.5918,0.0,0.0,0.0,0.0,224.927,0.0,1672
472,1897.19,1874.66,0,22.5392,0.0,0.0,0.0,0.0,267.951,0.0,2554
473,1799.58,1779.09,0,20.4898,0.0,0.0,0.0,0.0,254.718,0.0,2327
474,1528.27,1501.42,0,26.8532,0.0,0.0,0.0,0.0,217.512,0.0,1657
475,1915.86,1886.33,0,29.5376,0.0,0.0,0.0,0.0,271.385,0.0,2281
476,1760.22,1737.58,0,22.6328,0.0,0.0,0.0,0.0,249.568,0.0,2108
477,1666.96,1642.21,0,24.7447,0.0,0.0,0.0,0.0,236.916,0.0,2010
478,1685.52,1667.41,0,18.1091,0.0,0.0,0.0,0.0,232.431,0.0,3815
479,1910.39,1893.81,0,16.5794,0.0,0.0,0.0,0.0,272.313,0.0,1973
480,2224.35,2204.52,0,19.825,0.0,0.0,0.0,0.0,314.459,0.0,2748
481,1799.56,1772.41,0,27.1423,0.0,0.0,0.0,0.0,254.94,0.0,2120
